id,rodada,mandante,visitante,placar,vencedor,estadio,visitante_estado,ano
354,30,Figueirense,Sao Paulo,2x2,Empate, Orlando Scarpelli,SP,2003
355,30,Goias,Internacional,3x1,Goias, Serra Dourada,RS,2003
356,30,Paysandu,Sao Caetano,1x0,Paysandu, Mangueirão,SP,2003
357,30,Guarani,Juventude,2x0,Guarani, Brinco de Ouro,RS,2003
358,30,Parana,Coritiba,2x3,Coritiba, Couto Pereira,PR,2003
359,30,Vasco,Fluminense,1x0,Vasco, Maracanã,RJ,2003
360,30,Atletico-MG,Ponte Preta,2x0,Atletico-MG,  Independência,SP,2003
361,31,Cruzeiro,Santos,3x0,Cruzeiro, Mineirão,SP,2003
362,31,Coritiba,Gremio,1x0,Coritiba, Couto Pereira,RS,2003
363,31,Ponte Preta,Parana,4x0,Ponte Preta, Vila Belmiro,PR,2003
364,31,Fluminense,Paysandu,1x1,Empate, Maracanã,PA,2003
365,31,Internacional,Guarani,2x0,Internacional, Beira Rio,SP,2003
366,31,Bahia,Vasco,3x0,Bahia, Fonte Nova,RJ,2003
367,31,Criciuma,Corinthians,1x0,Criciuma, Heriberto Hulse,SP,2003
368,31,Fortaleza,Vitoria,1x0,Fortaleza,  Plácido Castelo,BA,2003
369,31,Juventude,Athletico-PR,4x0,Juventude, Alfredo Jaconi,PR,2003
370,31,Sao Caetano,Figueirense,0x2,Figueirense, Anacleto Campanella,SC,2003
371,31,Sao Paulo,Atletico-MG,2x2,Empate, Morumbi,MG,2003
372,31,Flamengo,Goias,1x1,Empate, Maracanã,GO,2003
373,32,Athletico-PR,Internacional,2x1,Athletico-PR, Arena da Baixada,RS,2003
374,32,Gremio,Ponte Preta,2x2,Empate, Olímpico,SP,2003
375,32,Goias,Fortaleza,0x1,Fortaleza, Serra Dourada,CE,2003
376,32,Paysandu,Bahia,4x0,Paysandu, Mangueirão,BA,2003
377,32,Vitoria,Criciuma,1x1,Empate, Barradão,SC,2003
378,32,Guarani,Flamengo,5x3,Guarani, Brinco de Ouro,RJ,2003
379,32,Parana,Sao Paulo,4x2,Parana, Pinheirão,SP,2003
380,32,Santos,Juventude,1x1,Empate, Vila Belmiro,RS,2003
381,32,Corinthians,Cruzeiro,0x1,Cruzeiro, Pacaembu,MG,2003
382,32,Figueirense,Fluminense,2x2,Empate, Orlando Scarpelli,RJ,2003
383,32,Vasco,Coritiba,2x1,Vasco, São Januário,PR,2003
384,32,Atletico-MG,Sao Caetano,3x1,Atletico-MG,  Independência,SP,2003
385,33,Internacional,Santos,1x0,Internacional, Beira Rio,SP,2003
386,33,Sao Paulo,Gremio,3x1,Sao Paulo, Morumbi,RS,2003
387,33,Flamengo,Athletico-PR,2x1,Flamengo, Maracanã,PR,2003
388,33,Cruzeiro,Vitoria,1x0,Cruzeiro, Mineirão,BA,2003
389,33,Bahia,Figueirense,1x1,Empate, Fonte Nova,SC,2003
390,33,Criciuma,Goias,1x0,Criciuma, Heriberto Hulse,GO,2003
391,33,Fortaleza,Guarani,3x0,Fortaleza, Presidente Vargas,SP,2003
392,33,Juventude,Corinthians,6x1,Juventude, Alfredo Jaconi,SP,2003
393,33,Ponte Preta,Vasco,2x2,Empate, Moisés Lucarelli,RJ,2003
394,33,Sao Caetano,Parana,2x0,Sao Caetano, Anacleto Campanella,PR,2003
395,33,Fluminense,Atletico-MG,0x1,Atletico-MG,  Giulite Coutinho,MG,2003
396,33,Coritiba,Paysandu,1x0,Coritiba, Couto Pereira,PA,2003
397,34,Athletico-PR,Fluminense,0x0,Empate, Arena da Baixada,RJ,2003
398,34,Paysandu,Internacional,0x0,Empate, Mangueirão,RS,2003
399,34,Sao Caetano,Ponte Preta,1x0,Sao Caetano, Anacleto Campanella,SP,2003
400,34,Gremio,Figueirense,3x1,Gremio, Olímpico,SC,2003
401,34,Sao Paulo,Santos,1x2,Santos, Morumbi,SP,2003
402,34,Vitoria,Corinthians,1x2,Corinthians, Barradão,SP,2003
403,34,Goias,Bahia,3x1,Goias, Serra Dourada,BA,2003
404,34,Atletico-MG,Vasco,2x1,Atletico-MG,  Independência,RJ,2003
405,34,Juventude,Fortaleza,2x2,Empate, Alfredo Jaconi,CE,2003
406,34,Guarani,Coritiba,2x1,Guarani, Brinco de Ouro,PR,2003
407,34,Flamengo,Parana,0x3,Parana, Maracanã,PR,2003
408,34,Criciuma,Cruzeiro,1x3,Cruzeiro, Heriberto Hulse,MG,2003
409,35,Vasco,Juventude,1x1,Empate, Maracanã,RS,2003
410,35,Fortaleza,Gremio,2x2,Empate, Castelão,RS,2003
411,35,Corinthians,Sao Caetano,0x3,Sao Caetano, Pacaembu,SP,2003
412,35,Coritiba,Goias,1x0,Coritiba, Couto Pereira,GO,2003
413,35,Ponte Preta,Athletico-PR,2x2,Empate, Moisés Lucarelli,PR,2003
414,35,Santos,Guarani,1x1,Empate, Vila Belmiro,SP,2003
415,35,Bahia,Sao Paulo,3x0,Bahia, Fonte Nova,SP,2003
416,35,Cruzeiro,Flamengo,2x0,Cruzeiro, Mineirão,RJ,2003
417,35,Parana,Paysandu,4x2,Parana, Couto Pereira,PA,2003
418,35,Internacional,Criciuma,2x0,Internacional, Beira Rio,SC,2003
419,35,Fluminense,Vitoria,2x0,Fluminense, Maracanã,BA,2003
420,35,Figueirense,Atletico-MG,0x1,Atletico-MG, Orlando Scarpelli,MG,2003
421,36,Athletico-PR,Coritiba,2x0,Athletico-PR, Arena da Baixada,PR,2003
422,36,Guarani,Ponte Preta,1x3,Ponte Preta, Brinco de Ouro,SP,2003
423,36,Sao Caetano,Santos,2x2,Empate, Anacleto Campanella,SP,2003
424,36,Atletico-MG,Cruzeiro,0x1,Cruzeiro, Mineirão,MG,2003
425,36,Figueirense,Criciuma,4x2,Figueirense, Orlando Scarpelli,SC,2003
426,36,Sao Paulo,Corinthians,3x0,Sao Paulo, Morumbi,SP,2003
427,36,Vitoria,Bahia,2x1,Vitoria, Barradão,BA,2003
428,36,Goias,Fluminense,6x1,Goias, Serra Dourada,RJ,2003
429,36,Juventude,Parana,1x1,Empate, Alfredo Jaconi,PR,2003
430,36,Flamengo,Vasco,2x1,Flamengo, Maracanã,RJ,2003
431,36,Internacional,Gremio,0x1,Gremio, Beira Rio,RS,2003
432,36,Paysandu,Fortaleza,3x0,Paysandu, Mangueirão,CE,2003
433,37,Goias,Sao Paulo,3x1,Goias, Serra Dourada,SP,2003
434,37,Guarani,Fluminense,2x0,Guarani, Brinco de Ouro,RJ,2003
435,37,Flamengo,Paysandu,2x0,Flamengo, Maracanã,PA,2003
436,37,Gremio,Atletico-MG,2x2,Empate, Olímpico,MG,2003
437,37,Coritiba,Bahia,3x2,Coritiba, Couto Pereira,BA,2003
438,37,Parana,Internacional,4x0,Parana, Couto Pereira,RS,2003
439,37,Santos,Athletico-PR,3x2,Santos, Vila Belmiro,PR,2003
440,37,Criciuma,Vasco,2x1,Criciuma, Heriberto Hulse,RJ,2003
441,37,Fortaleza,Figueirense,1x1,Empate, Presidente Vargas,SC,2003
442,37,Vitoria,Sao Caetano,0x0,Empate, Barradão,SP,2003
443,37,Corinthians,Ponte Preta,3x0,Corinthians, Pacaembu,SP,2003
444,37,Cruzeiro,Juventude,1x2,Juventude, Mineirão,RS,2003
445,38,Ponte Preta,Goias,0x2,Goias, Moisés Lucarelli,GO,2003
446,38,Sao Caetano,Coritiba,2x0,Sao Caetano, Anacleto Campanella,PR,2003
447,38,Athletico-PR,Vitoria,1x2,Vitoria,  Estádio do Café,BA,2003
448,38,Figueirense,Flamengo,0x0,Empate, Orlando Scarpelli,RJ,2003
449,38,Fluminense,Corinthians,1x0,Fluminense, Maracanã,SP,2003
450,38,Internacional,Cruzeiro,1x0,Internacional, Beira Rio,MG,2003
451,38,Bahia,Santos,4x7,Santos, Fonte Nova,SP,2003
452,38,Paysandu,Criciuma,4x0,Paysandu, Mangueirão,SC,2003
453,38,Sao Paulo,Guarani,3x3,Empate, Morumbi,SP,2003
454,38,Atletico-MG,Parana,2x2,Empate, Mineirão,PR,2003
455,38,Juventude,Gremio,1x2,Gremio, Alfredo Jaconi,RS,2003
456,38,Vasco,Fortaleza,1x1,Empate,  Vivaldo Lima,CE,2003
457,39,Coritiba,Santos,0x4,Santos, Couto Pereira,SP,2003
458,39,Bahia,Fluminense,2x2,Empate, Fonte Nova,RJ,2003
459,39,Ponte Preta,Vitoria,1x1,Empate, Moisés Lucarelli,BA,2003
460,39,Cruzeiro,Figueirense,1x0,Cruzeiro, Mineirão,SC,2003
461,39,Sao Caetano,Sao Paulo,0x1,Sao Paulo, Anacleto Campanella,SP,2003
462,39,Parana,Vasco,3x3,Empate, Orlando Scarpelli,RJ,2003
463,39,Goias,Guarani,3x0,Goias, Serra Dourada,SP,2003
464,39,Criciuma,Fortaleza,2x2,Empate, Heriberto Hulse,CE,2003
465,39,Corinthians,Athletico-PR,2x3,Athletico-PR, Pacaembu,PR,2003
466,39,Paysandu,Atletico-MG,1x0,Paysandu, Mangueirão,MG,2003
467,39,Flamengo,Gremio,2x1,Flamengo, Maracanã,RS,2003
468,39,Internacional,Juventude,0x0,Empate, Beira Rio,RS,2003
469,40,Guarani,Bahia,3x2,Guarani, Brinco de Ouro,BA,2003
470,40,Athletico-PR,Sao Caetano,1x0,Athletico-PR, Arena da Baixada,SP,2003
471,40,Gremio,Parana,0x2,Parana, Olímpico,PR,2003
472,40,Fluminense,Ponte Preta,2x2,Empate, Maracanã,SP,2003
473,40,Atletico-MG,Criciuma,1x1,Empate,  Independência,SC,2003
474,40,Santos,Corinthians,3x1,Santos, Vila Belmiro,SP,2003
475,40,Juventude,Flamengo,2x2,Empate, Alfredo Jaconi,RJ,2003
476,40,Fortaleza,Cruzeiro,1x2,Cruzeiro, Castelão,MG,2003
477,40,Figueirense,Paysandu,6x0,Figueirense, Orlando Scarpelli,PA,2003
478,40,Vitoria,Goias,3x4,Goias, Barradão,GO,2003
479,40,Vasco,Internacional,0x1,Internacional,  Batistão,RS,2003
480,40,Sao Paulo,Coritiba,1x0,Sao Paulo, Morumbi,PR,2003
481,41,Parana,Figueirense,1x1,Empate,  Estádio do Café,SC,2003
482,41,Internacional,Fortaleza,1x1,Empate, Beira Rio,CE,2003
483,41,Juventude,Criciuma,3x1,Juventude, Alfredo Jaconi,SC,2003
484,41,Paysandu,Vasco,1x2,Vasco, Mangueirão,RJ,2003
485,41,Sao Paulo,Fluminense,1x0,Sao Paulo, Morumbi,RJ,2003
486,41,Coritiba,Corinthians,1x0,Coritiba, Couto Pereira,SP,2003
487,41,Santos,Vitoria,3x1,Santos, Vila Belmiro,BA,2003
488,41,Cruzeiro,Gremio,3x0,Cruzeiro, Mineirão,RS,2003
489,41,Bahia,Ponte Preta,1x0,Bahia, Fonte Nova,SP,2003
490,41,Goias,Athletico-PR,4x1,Goias, Serra Dourada,PR,2003
491,41,Flamengo,Atletico-MG,3x2,Flamengo, Maracanã,MG,2003
492,41,Guarani,Sao Caetano,0x1,Sao Caetano, Brinco de Ouro,SP,2003
493,42,Fluminense,Coritiba,3x2,Fluminense, Maracanã,PR,2003
494,42,Gremio,Paysandu,2x0,Gremio, Olímpico,PA,2003
495,42,Criciuma,Parana,1x2,Parana,  Ressacada,PR,2003
496,42,Ponte Preta,Santos,3x4,Santos, Moisés Lucarelli,SP,2003
497,42,Vasco,Cruzeiro,0x1,Cruzeiro,  Pedro Pedrossian,MG,2003
498,42,Fortaleza,Flamengo,4x1,Fortaleza, Castelão,RJ,2003
499,42,Athletico-PR,Sao Paulo,4x3,Athletico-PR, Arena da Baixada,SP,2003
500,42,Sao Caetano,Bahia,4x1,Sao Caetano, Anacleto Campanella,BA,2003
501,42,Figueirense,Juventude,2x1,Figueirense, Orlando Scarpelli,RS,2003
502,42,Vitoria,Guarani,0x0,Empate, Barradão,SP,2003
503,42,Corinthians,Goias,2x0,Corinthians, Pacaembu,GO,2003
504,42,Atletico-MG,Internacional,1x2,Internacional,  Independência,RS,2003
505,43,Figueirense,Internacional,3x2,Figueirense, Orlando Scarpelli,RS,2003
506,43,Atletico-MG,Fortaleza,2x0,Atletico-MG,  Ipatingão,CE,2003
507,43,Coritiba,Ponte Preta,1x1,Empate, Couto Pereira,SP,2003
508,43,Gremio,Vasco,4x3,Gremio, Olímpico,RJ,2003
509,43,Flamengo,Criciuma,1x0,Flamengo, Maracanã,SC,2003
510,43,Santos,Fluminense,3x1,Santos, Vila Belmiro,RJ,2003
511,43,Parana,Cruzeiro,1x3,Cruzeiro, Pinheirão,MG,2003
512,43,Sao Caetano,Goias,1x0,Sao Caetano, Anacleto Campanella,GO,2003
513,43,Bahia,Athletico-PR,0x2,Athletico-PR, Fonte Nova,PR,2003
514,43,Sao Paulo,Vitoria,3x1,Sao Paulo, Morumbi,BA,2003
515,43,Guarani,Corinthians,0x1,Corinthians, Brinco de Ouro,SP,2003
516,43,Paysandu,Juventude,3x2,Paysandu, Mangueirão,RS,2003
517,44,Vasco,Figueirense,1x0,Vasco, São Januário,SC,2003
518,44,Juventude,Atletico-MG,1x0,Juventude, Alfredo Jaconi,MG,2003
519,44,Athletico-PR,Guarani,3x1,Athletico-PR, Arena da Baixada,SP,2003
520,44,Fluminense,Sao Caetano,2x1,Fluminense, Maracanã,SP,2003
521,44,Internacional,Flamengo,3x1,Internacional, Beira Rio,RJ,2003
522,44,Goias,Santos,3x0,Goias, Serra Dourada,SP,2003
523,44,Fortaleza,Parana,5x3,Fortaleza, Castelão,PR,2003
524,44,Criciuma,Gremio,0x2,Gremio, Heriberto Hulse,RS,2003
525,44,Vitoria,Coritiba,1x0,Vitoria, Barradão,PR,2003
526,44,Ponte Preta,Sao Paulo,1x2,Sao Paulo, Moisés Lucarelli,SP,2003
527,44,Corinthians,Bahia,1x2,Bahia, Pacaembu,BA,2003
528,44,Cruzeiro,Paysandu,2x1,Cruzeiro, Mineirão,PA,2003
529,45,Vitoria,Atletico-MG,0x1,Atletico-MG, Barradão,MG,2003
530,45,Goias,Figueirense,0x3,Figueirense, Serra Dourada,SC,2003
531,45,Athletico-PR,Vasco,2x2,Empate, Arena da Baixada,RJ,2003
532,45,Corinthians,Parana,1x1,Empate, Pacaembu,PR,2003
533,45,Cruzeiro,Fluminense,5x2,Cruzeiro, Mineirão,RJ,2003
534,45,Guarani,Paysandu,2x1,Guarani, Brinco de Ouro,PA,2003
535,45,Santos,Gremio,2x2,Empate, Vila Belmiro,RS,2003
536,45,Flamengo,Ponte Preta,1x1,Empate, Maracanã,SP,2003
537,45,Criciuma,Bahia,3x2,Criciuma, Heriberto Hulse,BA,2003
538,45,Fortaleza,Coritiba,2x2,Empate, Presidente Vargas,PR,2003
539,45,Internacional,Sao Paulo,1x1,Empate, Beira Rio,SP,2003
540,45,Juventude,Sao Caetano,2x1,Juventude, Alfredo Jaconi,SP,2003
541,46,Parana,Vitoria,2x0,Parana, Pinheirão,BA,2003
542,46,Coritiba,Criciuma,2x0,Coritiba, Couto Pereira,SC,2003
543,46,Atletico-MG,Goias,3x2,Atletico-MG,  Ipatingão,GO,2003
544,46,Figueirense,Guarani,2x0,Figueirense, Orlando Scarpelli,SP,2003
545,46,Sao Caetano,Internacional,5x0,Sao Caetano, Anacleto Campanella,RS,2003
546,46,Gremio,Corinthians,3x0,Gremio, Olímpico,SP,2003
547,46,Ponte Preta,Fortaleza,2x0,Ponte Preta, Moisés Lucarelli,CE,2003
548,46,Bahia,Cruzeiro,0x7,Cruzeiro, Fonte Nova,MG,2003
549,46,Fluminense,Juventude,1x0,Fluminense, Maracanã,RS,2003
550,46,Paysandu,Athletico-PR,2x2,Empate, Mangueirão,PR,2003
551,46,Vasco,Santos,1x1,Empate, São Januário,SP,2003
552,46,Sao Paulo,Flamengo,1x3,Flamengo, Morumbi,RJ,2003
553,1,Botafogo-RJ,Goias,1x4,Goias,  Caio Martins,GO,2004
554,1,Figueirense,Internacional,1x0,Figueirense, Orlando Scarpelli,RS,2004
555,1,Sao Caetano,Vitoria,1x0,Sao Caetano, Anacleto Campanella,BA,2004
556,1,Cruzeiro,Juventude,2x1,Cruzeiro,  Ipatingão,RS,2004
557,1,Palmeiras,Atletico-MG,0x0,Empate,  Parque Antártica,MG,2004
558,1,Gremio,Flamengo,0x0,Empate, Olímpico,RJ,2004
559,1,Ponte Preta,Corinthians,3x2,Ponte Preta, Moisés Lucarelli,SP,2004
560,1,Parana,Santos,3x2,Parana, Pinheirão,SP,2004
561,1,Coritiba,Guarani,1x0,Coritiba, Couto Pereira,SP,2004
562,1,Vasco,Criciuma,0x1,Criciuma, São Januário,SC,2004
563,1,Paysandu,Fluminense,3x3,Empate, Mangueirão,RJ,2004
564,1,Sao Paulo,Athletico-PR,1x0,Sao Paulo, Morumbi,PR,2004
565,2,Flamengo,Ponte Preta,0x0,Empate,  Raulino de Oliveira,SP,2004
566,2,Goias,Cruzeiro,2x2,Empate, Serra Dourada,MG,2004
567,2,Juventude,Gremio,1x1,Empate, Alfredo Jaconi,RS,2004
568,2,Internacional,Palmeiras,1x0,Internacional, Beira Rio,SP,2004
569,2,Atletico-MG,Vasco,1x1,Empate, Mineirão,RJ,2004
570,2,Fluminense,Coritiba,1x1,Empate, Maracanã,PR,2004
571,2,Corinthians,Paysandu,2x1,Corinthians, Pacaembu,PA,2004
572,2,Guarani,Sao Caetano,1x1,Empate, Brinco de Ouro,SP,2004
573,2,Athletico-PR,Figueirense,0x3,Figueirense, Arena da Baixada,SC,2004
574,2,Vitoria,Parana,6x1,Vitoria, Barradão,PR,2004
575,2,Criciuma,Sao Paulo,1x1,Empate, Heriberto Hulse,SP,2004
576,2,Santos,Botafogo-RJ,2x0,Santos, Vila Belmiro,RJ,2004
577,3,Botafogo-RJ,Atletico-MG,2x2,Empate,  Caio Martins,MG,2004
578,3,Coritiba,Internacional,1x1,Empate, Couto Pereira,RS,2004
579,3,Paysandu,Athletico-PR,0x3,Athletico-PR, Mangueirão,PR,2004
580,3,Cruzeiro,Criciuma,2x2,Empate,  Independência,SC,2004
581,3,Ponte Preta,Goias,2x0,Ponte Preta, Moisés Lucarelli,GO,2004
582,3,Gremio,Corinthians,4x0,Gremio, Olímpico,SP,2004
583,3,Figueirense,Santos,2x1,Figueirense, Orlando Scarpelli,SP,2004
584,3,Sao Paulo,Fluminense,1x0,Sao Paulo, Morumbi,RJ,2004
585,3,Parana,Flamengo,2x1,Parana, Pinheirão,RJ,2004
586,3,Vasco,Guarani,0x1,Guarani, São Januário,SP,2004
587,3,Palmeiras,Vitoria,2x2,Empate,  Parque Antártica,BA,2004
589,4,Internacional,Paysandu,1x0,Internacional, Beira Rio,PA,2004
590,4,Criciuma,Botafogo-RJ,1x0,Criciuma, Heriberto Hulse,RJ,2004
591,4,Atletico-MG,Ponte Preta,1x2,Ponte Preta,  Independência,SP,2004
592,4,Goias,Gremio,4x0,Goias, Serra Dourada,RS,2004
593,4,Flamengo,Sao Caetano,1x1,Empate,  Raulino de Oliveira,SP,2004
594,4,Santos,Cruzeiro,1x3,Cruzeiro, Vila Belmiro,MG,2004
595,4,Fluminense,Vasco,1x0,Fluminense, Maracanã,RJ,2004
596,4,Corinthians,Palmeiras,0x4,Palmeiras, Morumbi,SP,2004
597,4,Juventude,Parana,4x0,Juventude, Alfredo Jaconi,PR,2004
598,4,Vitoria,Figueirense,3x1,Vitoria, Barradão,SC,2004
599,4,Guarani,Sao Paulo,2x3,Sao Paulo, Brinco de Ouro,SP,2004
600,4,Athletico-PR,Coritiba,1x1,Empate, Arena da Baixada,PR,2004
601,5,Santos,Juventude,2x1,Santos, Vila Belmiro,RS,2004
602,5,Parana,Cruzeiro,2x0,Parana, Pinheirão,MG,2004
603,5,Guarani,Athletico-PR,0x0,Empate, Brinco de Ouro,PR,2004
604,5,Sao Caetano,Criciuma,5x0,Sao Caetano, Anacleto Campanella,SC,2004
605,5,Vasco,Gremio,1x1,Empate, São Januário,RS,2004
606,5,Palmeiras,Ponte Preta,3x0,Palmeiras,  Parque Antártica,SP,2004
607,5,Internacional,Fluminense,0x0,Empate, Beira Rio,RJ,2004
608,5,Atletico-MG,Corinthians,2x2,Empate,  Independência,SP,2004
609,5,Botafogo-RJ,Paysandu,2x2,Empate,  Caio Martins,PA,2004
610,5,Goias,Figueirense,1x0,Goias, Serra Dourada,SC,2004
611,5,Vitoria,Flamengo,5x1,Vitoria, Barradão,RJ,2004
612,5,Coritiba,Sao Paulo,1x2,Sao Paulo, Couto Pereira,SP,2004
613,6,Paysandu,Vasco,1x2,Vasco, Mangueirão,RJ,2004
614,6,Athletico-PR,Santos,1x0,Athletico-PR, Arena da Baixada,SP,2004
615,6,Cruzeiro,Palmeiras,2x1,Cruzeiro,  Independência,SP,2004
616,6,Flamengo,Internacional,1x2,Internacional,  Raulino de Oliveira,RS,2004
617,6,Figueirense,Sao Caetano,1x0,Figueirense, Orlando Scarpelli,SP,2004
618,6,Criciuma,Goias,7x2,Criciuma, Heriberto Hulse,GO,2004
619,6,Juventude,Atletico-MG,1x1,Empate, Alfredo Jaconi,MG,2004
620,6,Ponte Preta,Coritiba,0x0,Empate, Moisés Lucarelli,PR,2004
621,6,Gremio,Botafogo-RJ,2x2,Empate, Olímpico,RJ,2004
622,6,Sao Paulo,Parana,2x2,Empate, Morumbi,PR,2004
623,6,Fluminense,Vitoria,1x0,Fluminense, Maracanã,BA,2004
624,6,Corinthians,Guarani,1x0,Corinthians, Pacaembu,SP,2004
625,7,Botafogo-RJ,Figueirense,1x1,Empate,  Caio Martins,SC,2004
626,7,Paysandu,Gremio,1x3,Gremio, Mangueirão,RS,2004
627,7,Internacional,Goias,1x0,Internacional, Beira Rio,GO,2004
628,7,Coritiba,Atletico-MG,0x1,Atletico-MG, Couto Pereira,MG,2004
629,7,Santos,Palmeiras,0x4,Palmeiras, Vila Belmiro,SP,2004
630,7,Flamengo,Fluminense,1x2,Fluminense, Maracanã,RJ,2004
631,7,Sao Caetano,Vasco,3x2,Sao Caetano, Anacleto Campanella,RJ,2004
632,7,Parana,Ponte Preta,0x1,Ponte Preta, Pinheirão,SP,2004
633,7,Criciuma,Vitoria,2x0,Criciuma, Heriberto Hulse,BA,2004
634,7,Juventude,Guarani,2x0,Juventude, Alfredo Jaconi,SP,2004
635,7,Corinthians,Athletico-PR,0x5,Athletico-PR, Pacaembu,PR,2004
636,7,Cruzeiro,Sao Paulo,2x1,Cruzeiro, Mineirão,SP,2004
637,8,Fluminense,Criciuma,1x1,Empate, Maracanã,SC,2004
638,8,Ponte Preta,Juventude,0x1,Juventude, Moisés Lucarelli,RS,2004
639,8,Figueirense,Paysandu,1x1,Empate, Orlando Scarpelli,PA,2004
640,8,Palmeiras,Coritiba,2x0,Palmeiras,  Parque Antártica,PR,2004
641,8,Vitoria,Internacional,2x1,Vitoria, Barradão,RS,2004
642,8,Atletico-MG,Santos,3x3,Empate, Mineirão,SP,2004
643,8,Vasco,Botafogo-RJ,4x0,Vasco, Maracanã,RJ,2004
644,8,Sao Paulo,Corinthians,1x1,Empate, Morumbi,SP,2004
645,8,Guarani,Parana,1x0,Guarani, Brinco de Ouro,PR,2004
646,8,Goias,Flamengo,2x2,Empate, Serra Dourada,RJ,2004
647,8,Athletico-PR,Cruzeiro,3x1,Athletico-PR, Arena da Baixada,MG,2004
648,8,Gremio,Sao Caetano,1x2,Sao Caetano, Olímpico,SP,2004
649,9,Fluminense,Guarani,1x1,Empate,  Raulino de Oliveira,SP,2004
650,9,Parana,Botafogo-RJ,1x1,Empate, Pinheirão,RJ,2004
651,9,Internacional,Atletico-MG,4x1,Internacional, Beira Rio,MG,2004
652,9,Sao Paulo,Gremio,3x2,Sao Paulo, Morumbi,RS,2004
653,9,Goias,Corinthians,1x1,Empate, Serra Dourada,SP,2004
654,9,Palmeiras,Vasco,2x2,Empate,  Parque Antártica,RJ,2004
655,9,Cruzeiro,Paysandu,1x0,Cruzeiro, Mineirão,PA,2004
656,9,Coritiba,Sao Caetano,1x0,Coritiba, Couto Pereira,SP,2004
657,9,Criciuma,Juventude,2x0,Criciuma, Heriberto Hulse,RS,2004
658,9,Ponte Preta,Figueirense,0x2,Figueirense, Moisés Lucarelli,SC,2004
659,9,Flamengo,Athletico-PR,3x0,Flamengo,  Raulino de Oliveira,PR,2004
660,9,Vitoria,Santos,1x2,Santos, Barradão,SP,2004
661,10,Gremio,Coritiba,1x1,Empate, Olímpico,PR,2004
662,10,Athletico-PR,Vitoria,1x3,Vitoria, Arena da Baixada,BA,2004
663,10,Vasco,Parana,0x0,Empate, São Januário,PR,2004
664,10,Figueirense,Cruzeiro,0x0,Empate, Orlando Scarpelli,MG,2004
665,10,Sao Caetano,Palmeiras,1x1,Empate, Anacleto Campanella,SP,2004
666,10,Corinthians,Flamengo,1x1,Empate,  Mj José Levi Sobrinho,RJ,2004
667,10,Botafogo-RJ,Ponte Preta,0x1,Ponte Preta,  Caio Martins,SP,2004
668,10,Paysandu,Sao Paulo,1x0,Paysandu, Mangueirão,SP,2004
669,10,Guarani,Criciuma,2x1,Guarani, Brinco de Ouro,SC,2004
670,10,Juventude,Goias,1x1,Empate, Alfredo Jaconi,GO,2004
671,10,Santos,Internacional,3x0,Santos, Vila Belmiro,RS,2004
672,10,Atletico-MG,Fluminense,2x1,Atletico-MG, Mineirão,RJ,2004
588,3,Sao Caetano,Juventude,1x0,Sao Caetano, Anacleto Campanella,RS,2004
673,11,Criciuma,Gremio,1x2,Gremio, Heriberto Hulse,RS,2004
674,11,Coritiba,Parana,1x1,Empate, Couto Pereira,PR,2004
675,11,Flamengo,Figueirense,0x3,Figueirense,  Raulino de Oliveira,SC,2004
676,11,Santos,Guarani,2x1,Santos, Pacaembu,SP,2004
677,11,Internacional,Vasco,1x3,Vasco, Beira Rio,RJ,2004
678,11,Juventude,Corinthians,1x0,Juventude, Alfredo Jaconi,SP,2004
679,11,Botafogo-RJ,Fluminense,3x3,Empate, Maracanã,RJ,2004
680,11,Palmeiras,Sao Paulo,2x1,Palmeiras, Pacaembu,SP,2004
681,11,Paysandu,Vitoria,4x2,Paysandu, Mangueirão,BA,2004
682,11,Goias,Sao Caetano,3x2,Goias, Serra Dourada,SP,2004
683,11,Ponte Preta,Cruzeiro,1x0,Ponte Preta, Moisés Lucarelli,MG,2004
684,11,Atletico-MG,Athletico-PR,0x1,Athletico-PR, Mineirão,PR,2004
685,12,Internacional,Criciuma,3x0,Internacional, Beira Rio,SC,2004
686,12,Sao Paulo,Ponte Preta,2x0,Sao Paulo, Morumbi,SP,2004
687,12,Athletico-PR,Juventude,4x1,Athletico-PR, Arena da Baixada,RS,2004
688,12,Figueirense,Vasco,2x2,Empate, Orlando Scarpelli,RJ,2004
689,12,Vitoria,Goias,0x0,Empate, Barradão,GO,2004
690,12,Guarani,Atletico-MG,1x1,Empate, Brinco de Ouro,MG,2004
691,12,Fluminense,Gremio,2x0,Fluminense, Maracanã,RS,2004
692,12,Parana,Palmeiras,1x2,Palmeiras, Pinheirão,SP,2004
693,12,Sao Caetano,Botafogo-RJ,1x2,Botafogo-RJ, Anacleto Campanella,RJ,2004
694,12,Corinthians,Santos,2x3,Santos, Pacaembu,SP,2004
695,12,Flamengo,Paysandu,4x1,Flamengo,  Raulino de Oliveira,PA,2004
696,12,Cruzeiro,Coritiba,0x3,Coritiba, Mineirão,PR,2004
697,13,Sao Paulo,Atletico-MG,1x0,Sao Paulo, Morumbi,MG,2004
698,13,Goias,Fluminense,4x0,Goias, Serra Dourada,RJ,2004
699,13,Gremio,Figueirense,2x2,Empate, Olímpico,SC,2004
700,13,Vasco,Vitoria,3x1,Vasco, São Januário,BA,2004
701,13,Botafogo-RJ,Internacional,5x1,Botafogo-RJ,  Caio Martins,RS,2004
702,13,Parana,Athletico-PR,1x0,Parana, Pinheirão,PR,2004
